cb,trademark,model,diameter,gain
22,MARK ANTENNAS DIV. RSINC.,P-24A48G-1,1.2,27.5
22,MARK ANTENNAS DIV. RSINC.,P-24A48G-2,1.2,27.5
22,MARK ANTENNAS DIV. RSINC.,P-24A48G-U,1.2,27.5
22,MARK ANTENNAS DIV. RSINC.,P-24A48KG,1.2,27.5
22,MARK ANTENNAS DIV. RSINC.,P-24A72G,1.8,30.8
22,MARK ANTENNAS DIV. RSINC.,P-24A72KG,1.8,30.6
22,MARK ANTENNAS DIV. RSINC.,P-24A96G,2.4,33.5
22,MARK ANTENNAS DIV. RSINC.,P-24A96KG,2.4,33.5
22,MARK ANTENNAS DIV. RSINC.,PT-24A96,2.4,30.0
22 - 23 ,MARK ANTENNAS DIV. RSINC.,HP-26A120,3.0,35.5
22 - 23 ,MARK ANTENNAS DIV. RSINC.,HP-26A144,3.6,37.1
22 - 23 ,MARK ANTENNAS DIV. RSINC.,HP-26A48,1.2,28.5
22 - 23 ,MARK ANTENNAS DIV. RSINC.,HP-26A72,1.8,32.0
22 - 23 ,MARK ANTENNAS DIV. RSINC.,HP-26A96,2.4,33.6
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A120,3.0,35.5
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A120G,3.0,35.5
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A144,3.6,37.1
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A144G,3.6,37.0
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A24,0.6,21.4
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A36G,0.9,24.3
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A48,1.2,27.6
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A48G-1,1.2,27.5
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A48G-2,1.2,27.5
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A48G-U,1.2,27.7
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A48KG,1.2,27.7
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A72,1.8,31.1
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A72G,1.8,31.3
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A72KG,1.8,31.1
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A96,2.4,33.6
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A96G,2.4,33.8
22 - 23 ,MARK ANTENNAS DIV. RSINC.,P-26A96KG,2.4,33.6
22,MARK ANTENNAS DIV. RSINC.,HP-24A24N,0.6,22.0
22,ANDREW CORPORATION,P6F-24,1.8,31.0
22,ANDREW CORPORATION,P8F-24,2.4,33.5
23,ANDREW CORPORATION,FP10-25D,3.0,35.6
23,ANDREW CORPORATION,FP10F-25,3.0,35.5
23,ANDREW CORPORATION,FP10F-25D,3.0,35.6
23,ANDREW CORPORATION,FP12-65D,3.6,37.0
23,ANDREW CORPORATION,FP12F-25,3.6,36.9
23,ANDREW CORPORATION,FP12F-65D,3.6,37.0
23,ANDREW CORPORATION,FP4F-25,1.2,27.1
23,ANDREW CORPORATION,FP6-25D,1.8,30.7
23,ANDREW CORPORATION,FP6F-25,1.8,30.6
23,ANDREW CORPORATION,FP6F-25D,1.8,30.7
23,ANDREW CORPORATION,FP8-25D,2.4,33.5
23,ANDREW CORPORATION,FP8F-25,2.4,33.4
23,ANDREW CORPORATION,FP8F-25D,2.4,33.5
23,ANDREW CORPORATION,FPX10-25,3.0,34.6
23,ANDREW CORPORATION,FPX12-25,3.6,36.3
23,ANDREW CORPORATION,FPX6-25,1.8,30.0
23,ANDREW CORPORATION,FPX8-25,2.4,32.6
23,ANDREW CORPORATION,GPL6-25A,1.8,31.2
23,ANDREW CORPORATION,HP10-25D,3.0,36.0
23,ANDREW CORPORATION,HP10F-25,3.0,35.9
23,ANDREW CORPORATION,HP12-25D,3.6,37.2
23,ANDREW CORPORATION,HP12F-25,3.6,37.5
23,ANDREW CORPORATION,HP4F-25,1.2,27.3
23,ANDREW CORPORATION,HP6-25E,1.8,31.5
23,ANDREW CORPORATION,HP6F-25,1.8,31.4
23,ANDREW CORPORATION,HP8-25D,2.4,34.0
23,ANDREW CORPORATION,HP8F-25,2.4,34.0
23,ANDREW CORPORATION,KP10-25B,3.0,35.6
23,ANDREW CORPORATION,KP10F-25,3.0,35.5
23,ANDREW CORPORATION,KP13-25B,3.9,37.9
23,ANDREW CORPORATION,KP13F-25,3.9,37.8
23,ANDREW CORPORATION,KP13F-25B,3.9,37.9
23,ANDREW CORPORATION,KP3F-25,0.9,25.2
23,ANDREW CORPORATION,KP4-25B,1.2,28.3
23,ANDREW CORPORATION,KP4F-25,1.2,28.2
23,ANDREW CORPORATION,KP6-25B,1.8,32.1
23,ANDREW CORPORATION,KP6F-25,1.8,32.0
23,ANDREW CORPORATION,KP8-25B,2.4,33.7
23,ANDREW CORPORATION,KP8F-25,2.4,33.6
23,ANDREW CORPORATION,P4F-25,1.2,27.9
23,ANDREW CORPORATION,PL10-25D,3.0,36.0
23,ANDREW CORPORATION,PL10F-25,3.0,35.9
23,ANDREW CORPORATION,PL12-25D,3.6,37.5
23,ANDREW CORPORATION,PL12F-25,3.6,37.4
23,ANDREW CORPORATION,PL6-25D,1.8,31.5
23,ANDREW CORPORATION,PL6F-25,1.8,31.4
23,ANDREW CORPORATION,PL8-25D,2.4,34.0
23,ANDREW CORPORATION,PL8F-25,2.4,33.9
23,GABRIEL ELECTRONICS. INC.,GHA10-25A,3.0,35.4
23,GABRIEL ELECTRONICS. INC.,GHA12-25A,3.6,37.0
23,GABRIEL ELECTRONICS. INC.,GHA4-25A,1.2,27.7
23,GABRIEL ELECTRONICS. INC.,GHA6-25A,1.8,31.2
23,GABRIEL ELECTRONICS. INC.,GHA8-25,2.4,33.5
23,GABRIEL ELECTRONICS. INC.,GHF10-25A,3.0,35.4
23,GABRIEL ELECTRONICS. INC.,GHF12-25A,3.6,37.0
23,GABRIEL ELECTRONICS. INC.,GHF4-25A,1.2,27.7
23,GABRIEL ELECTRONICS. INC.,GHF6-25A,1.8,31.2
23,GABRIEL ELECTRONICS. INC.,GHF8-25,2.4,33.7
23,GABRIEL ELECTRONICS. INC.,GHF8-25A,2.4,33.5
23,GABRIEL ELECTRONICS. INC.,HP15P-25,4.5,38.9
23,GABRIEL ELECTRONICS. INC.,HPF10-25SE,3.0,35.2
23,GABRIEL ELECTRONICS. INC.,HPF15-25,4.5,38.9
23,GABRIEL ELECTRONICS. INC.,HPF4-25SE,1.2,27.3
23,GABRIEL ELECTRONICS. INC.,RF4-25,1.2,28.0
23,GABRIEL ELECTRONICS. INC.,RFF4-25 SE,1.2,27.8
23,GABRIEL ELECTRONICS. INC.,RFF4-25A,1.2,27.8
23,MARK ANTENNAS DIV. RSINC.,HP-25A120,3.0,35.8
23,MARK ANTENNAS DIV. RSINC.,HP-25A144,3.6,37.4
23,MARK ANTENNAS DIV. RSINC.,HP-25A48,1.2,28.5
23,MARK ANTENNAS DIV. RSINC.,HP-25A72,1.8,31.5
23,MARK ANTENNAS DIV. RSINC.,HP-25A96,2.4,33.9
23,MARK ANTENNAS DIV. RSINC.,MHP-25A120,3.0,35.8
23,MARK ANTENNAS DIV. RSINC.,MHP-25A48,1.2,28.5
23,MARK ANTENNAS DIV. RSINC.,MHP-25A72,1.8,32.5
23,MARK ANTENNAS DIV. RSINC.,MHP-25A96,2.4,33.9
23,MARK ANTENNAS DIV. RSINC.,P-25A120,3.0,35.8
23,MARK ANTENNAS DIV. RSINC.,P-25A120G,3.0,35.8
23,MARK ANTENNAS DIV. RSINC.,P-25A144,3.6,37.4
23,MARK ANTENNAS DIV. RSINC.,P-25A144G,3.6,37.4
23,MARK ANTENNAS DIV. RSINC.,P-25A180G,4.5,39.3
23,MARK ANTENNAS DIV. RSINC.,P-25A24,0.6,21.4
23,MARK ANTENNAS DIV. RSINC.,P-25A36G,0.9,24.7
23,MARK ANTENNAS DIV. RSINC.,P-25A48,1.2,28.5
23,MARK ANTENNAS DIV. RSINC.,P-25A48G-1,1.2,28.0
23,MARK ANTENNAS DIV. RSINC.,P-25A48G-2,1.2,28.0
23,MARK ANTENNAS DIV. RSINC.,P-25A48G-U,1.2,27.7
23,MARK ANTENNAS DIV. RSINC.,P-25A48KG,1.2,27.7
23,MARK ANTENNAS DIV. RSINC.,P-25A72,1.8,31.6
23,MARK ANTENNAS DIV. RSINC.,P-25A72G,1.8,31.4
23,MARK ANTENNAS DIV. RSINC.,P-25A72KG,1.8,31.4
23,MARK ANTENNAS DIV. RSINC.,P-25A96,2.4,33.9
23,MARK ANTENNAS DIV. RSINC.,P-25A96G,2.4,33.9
23,MARK ANTENNAS DIV. RSINC.,P-25A96KG,2.4,33.6
23,ANDREW CORPORATION,FP4-25D,1.2,27.4
23,ANDREW CORPORATION,FP4F-25D,1.2,27.4
42,ANDREW CORPORATION,HP10-44,3.0,41.0
42,ANDREW CORPORATION,HP10-4477,3.0,40.6
42,ANDREW CORPORATION,HP12-44,3.6,42.7
42,ANDREW CORPORATION,HP12-4477,3.6,42.4
42,ANDREW CORPORATION,HP15-44,4.5,44.5
42,ANDREW CORPORATION,HP4-44,1.2,32.6
42,ANDREW CORPORATION,HP6-44,1.8,36.6
42,ANDREW CORPORATION,HP6-44F,1.8,36.6
42,ANDREW CORPORATION,HP8-44,2.4,39.3
42,ANDREW CORPORATION,HP8-4477,2.4,38.7
42,ANDREW CORPORATION,HPX10-44,3.0,40.3
42,ANDREW CORPORATION,HPX12-44,3.6,42.5
42,ANDREW CORPORATION,HPX6-44,1.8,36.3
42,ANDREW CORPORATION,HPX6-44E,1.8,36.3
42,ANDREW CORPORATION,HPX8-44,2.4,39.1
42,ANDREW CORPORATION,HSX10-44,3.0,40.6
42,ANDREW CORPORATION,HSX10-44,3.0,40.6
42,ANDREW CORPORATION,HSX10-44B,3.0,40.6
42,ANDREW CORPORATION,HSX10-44B,3.0,40.6
42,ANDREW CORPORATION,HSX12-44,3.6,42.2
42,ANDREW CORPORATION,HSX12-44,3.6,42.2
42,ANDREW CORPORATION,HSX12-44B,3.6,42.2
42,ANDREW CORPORATION,HSX12-44B,3.6,42.2
42,ANDREW CORPORATION,HSX15-44,4.5,44.3
42,ANDREW CORPORATION,HSX15-44,4.5,44.3
42,ANDREW CORPORATION,HSX6-44,1.8,36.3
42,ANDREW CORPORATION,HSX6-44,1.8,36.3
42,ANDREW CORPORATION,HSX8-44,2.4,38.8
42,ANDREW CORPORATION,HSX8-44,2.4,38.8
42,ANDREW CORPORATION,LBX10-44,3.0,40.7
42,ANDREW CORPORATION,LBX12-44,3.6,42.6
42,ANDREW CORPORATION,LBX6-44,1.8,36.4
42,ANDREW CORPORATION,LBX8-44,2.4,39.2
42,ANDREW CORPORATION,PL10-44,3.0,41.0
42,ANDREW CORPORATION,PL12-44,3.6,42.7
42,ANDREW CORPORATION,PL12-44E,3.6,42.5
42,ANDREW CORPORATION,PL15-44,4.5,44.5
42,ANDREW CORPORATION,PL4-44,1.2,33.0
42,ANDREW CORPORATION,PL6-44,1.8,36.6
42,ANDREW CORPORATION,PL8-44,2.4,39.3
42,ANDREW CORPORATION,PXL10-44,3.0,40.9
42,ANDREW CORPORATION,PXL12-44,3.6,42.6
42,ANDREW CORPORATION,PXL4-44,1.2,32.7
42,ANDREW CORPORATION,PXL6-44,1.8,36.4
42,ANDREW CORPORATION,PXL8-44,2.4,39.2
42,ANDREW CORPORATION,UMX10-3444,3.0,40.2
42,ANDREW CORPORATION,UMX10-3444,3.0,40.2
42,ANDREW CORPORATION,UMX10-4456,3.0,40.2
42,ANDREW CORPORATION,UMX10-4456,3.0,40.2
42,ANDREW CORPORATION,UMX10-4459,3.0,40.2
42,ANDREW CORPORATION,UMX10-4459,3.0,40.2
42,ANDREW CORPORATION,UMX12-3444,3.6,41.9
42,ANDREW CORPORATION,UMX12-3444,3.6,41.9
42,ANDREW CORPORATION,UMX12-4456,3.6,41.9
42,ANDREW CORPORATION,UMX12-4456,3.6,41.9
42,ANDREW CORPORATION,UMX12-4459,3.6,42.1
42,ANDREW CORPORATION,UMX12-4459,3.6,42.1
42,ANDREW CORPORATION,UMX15-3444,4.5,43.5
42,ANDREW CORPORATION,UMX15-3444,4.5,43.5
42,ANDREW CORPORATION,UMX15-4456,4.5,43.7
42,ANDREW CORPORATION,UMX15-4456,4.5,43.7
42,ANDREW CORPORATION,UMX8-4459,2.4,37.8
42,ANDREW CORPORATION,UMX8-4459,2.4,37.8
42,ANDREW CORPORATION,UMX8-4464,2.4,38.0
42,ANDREW CORPORATION,UMX8-4464,2.4,38.0
42,GABRIEL ELECTRONICS. INC.,ATH-10 (44),3.0,40.5
42,GABRIEL ELECTRONICS. INC.,RFB10-2J44ASE,3.0,41.0
42,GABRIEL ELECTRONICS. INC.,RFB12-2J44ASE,3.6,42.6
42,GABRIEL ELECTRONICS. INC.,RFB4-2J44SE,1.2,33.0
42,GABRIEL ELECTRONICS. INC.,RFB4P-2J44,1.2,33.0
42,GABRIEL ELECTRONICS. INC.,RFB6-2J44ASE,1.8,36.6
42,GABRIEL ELECTRONICS. INC.,RFB6P-2J44,1.8,36.6
42,GABRIEL ELECTRONICS. INC.,RFB8-2J44ASE,2.4,39.1
42,GABRIEL ELECTRONICS. INC.,SR10-44ASE,3.0,40.9
42,GABRIEL ELECTRONICS. INC.,SR12-44ASE,3.6,42.5
42,GABRIEL ELECTRONICS. INC.,SR4-44ASE,1.2,32.7
42,GABRIEL ELECTRONICS. INC.,SR6-44ASE,1.8,36.5
42,GABRIEL ELECTRONICS. INC.,SR8-44ASE,2.4,39.0
62,GABRIEL ELECTRONICS. INC.,DRFB10-5968SE,3.0,43.4
62,GABRIEL ELECTRONICS. INC.,DRFB12-5968SE,3.6,44.9
62,GABRIEL ELECTRONICS. INC.,DRFB6-5968SE,1.8,38.9
62,GABRIEL ELECTRONICS. INC.,DRFB8-5968SE,2.4,41.4
62,GABRIEL ELECTRONICS. INC.,UWB10-5968(L),3.0,43.3
62,GABRIEL ELECTRONICS. INC.,UWB10-5968(R),3.0,43.3
62,MARK ANTENNAS DIV. RSINC.,MHP-60WA96,2.4,41.8
62,ANDREW CORPORATION,PAR10-59W,3.0,43.4
62,ANDREW CORPORATION,PAR12-59W,3.6,44.9
62,ANDREW CORPORATION,PAR6-59W,1.8,38.7
62,ANDREW CORPORATION,PAR8-59W,2.4,41.0
62,ANDREW CORPORATION,PARX10-59W,3.0,43.3
62,ANDREW CORPORATION,PARX6-59W,1.8,38.3
62,ANDREW CORPORATION,PARX8-59W,2.4,40.7
62,ANDREW CORPORATION,UHP10-59W,3.0,43.3
62,ANDREW CORPORATION,UHP10-59W,3.0,43.3
62,ANDREW CORPORATION,UHP10-59W,3.0,43.3
62,ANDREW CORPORATION,UHP12-59W,3.6,45.2
62,ANDREW CORPORATION,UHP12-59W,3.6,45.2
62,ANDREW CORPORATION,UHP12-59W,3.6,45.2
62,ANDREW CORPORATION,UHP6-59W,1.8,39.3
62,ANDREW CORPORATION,UHP6-59W,1.8,39.3
62,ANDREW CORPORATION,UHP6-59W,1.8,39.3
62,ANDREW CORPORATION,UHP8-59W,2.4,40.8
62,ANDREW CORPORATION,UHP8-59W,2.4,41.9
62,ANDREW CORPORATION,UHP8-59W,2.4,41.9
62,ANDREW CORPORATION,UHX10-59W,3.0,43.2
62,ANDREW CORPORATION,UHX10-59W,3.0,43.2
62,ANDREW CORPORATION,UHX12-59W,3.6,44.8
62,ANDREW CORPORATION,UHX12-59W,3.6,44.8
62,ANDREW CORPORATION,UHX6-59W,1.8,38.8
62,ANDREW CORPORATION,UHX6-59W,1.8,38.8
62,ANDREW CORPORATION,UHX8-59W,2.4,41.7
62,ANDREW CORPORATION,UHX8-59W,2.4,41.7
62,ANDREW CORPORATION,VHP4-59W,1.2,35.0
62,ANDREW CORPORATION,VP4-59W,1.2,36.3
62,ANDREW CORPORATION,VP6-59W,1.8,39.7
62,GABRIEL ELECTRONICS. INC.,SRD6.7-64SE,2.1,39.1
62,ANDREW CORPORATION,HPX10-58W,3.0,43.4
62,ANDREW CORPORATION,HPX8-58W,2.4,41.9
62,ANDREW CORPORATION,UHX10-58W,3.0,43.2
62,ANDREW CORPORATION,UHX10-58W,3.0,43.2
62,ANDREW CORPORATION,UHX8-58W,2.4,41.8
62,ANDREW CORPORATION,UHX8-58W,2.4,41.8
62,ANDREW CORPORATION,FP10-64,3.0,43.4
62,ANDREW CORPORATION,FP10-64,3.0,43.3
62,ANDREW CORPORATION,FP12-64,3.6,45.3
62,ANDREW CORPORATION,FP12-64,3.6,45.3
62,ANDREW CORPORATION,FP6-64,1.8,38.6
62,ANDREW CORPORATION,FP8-64,2.4,41.5
62,ANDREW CORPORATION,FPX10-64,3.0,42.4
62,ANDREW CORPORATION,FPX10-64,3.0,43.4
62,ANDREW CORPORATION,FPX12-64,3.6,45.2
62,ANDREW CORPORATION,FPX6-64,1.8,38.4
62,ANDREW CORPORATION,FPX6-64,1.8,38.4
62,ANDREW CORPORATION,FPX8-64,2.4,41.2
62,ANDREW CORPORATION,FPX8-64,2.4,41.2
62,ANDREW CORPORATION,HDH10-65,3.0,43.9
62,ANDREW CORPORATION,HDH10-65,3.0,43.9
62,ANDREW CORPORATION,HDH12-65,3.6,45.3
62,ANDREW CORPORATION,HDH12-65,3.6,45.3
62,ANDREW CORPORATION,HDH6-65,1.8,39.7
62,ANDREW CORPORATION,HDH6-65,1.8,39.7
62,ANDREW CORPORATION,HDH8-65,2.4,42.4
62,ANDREW CORPORATION,HDH8-65,2.4,42.4
62,ANDREW CORPORATION,HDV10-65,3.0,43.9
62,ANDREW CORPORATION,HDV10-65,3.0,43.9
62,ANDREW CORPORATION,HDV12-65,3.6,45.3
62,ANDREW CORPORATION,HDV12-65,3.6,45.3
62,ANDREW CORPORATION,HDV6-65,1.8,39.7
62,ANDREW CORPORATION,HDV6-65,1.8,39.7
62,ANDREW CORPORATION,HDV8-65,2.4,42.4
62,ANDREW CORPORATION,HDV8-65,2.4,42.4
62,ANDREW CORPORATION,HP10-186,3.0,43.0
62,ANDREW CORPORATION,HP10-186,3.0,43.0
62,ANDREW CORPORATION,HP10-65,3.0,43.4
62,ANDREW CORPORATION,HP10-65E,3.0,43.9
62,ANDREW CORPORATION,HP12-65,3.6,45.6
62,ANDREW CORPORATION,HP15-65,4.5,47.2
62,ANDREW CORPORATION,HP15-65D,4.5,47.1
62,ANDREW CORPORATION,HP4-65,1.2,36.0
62,ANDREW CORPORATION,HP6-65,1.8,39.5
62,ANDREW CORPORATION,HP6-65F,1.8,39.8
62,ANDREW CORPORATION,HP8-186,2.4,41.9
62,ANDREW CORPORATION,HP8-186,2.4,41.9
62,ANDREW CORPORATION,HP8-65,2.4,42.3
62,ANDREW CORPORATION,HPX10-65,3.0,44.0
62,ANDREW CORPORATION,HPX10-65D,3.0,44.0
62,ANDREW CORPORATION,HPX12-65,3.6,45.4
62,ANDREW CORPORATION,HPX12-6511,3.6,44.0
62,ANDREW CORPORATION,HPX15-65,4.5,46.9
62,ANDREW CORPORATION,HPX15-65D,4.5,46.9
62,ANDREW CORPORATION,HPX4-65,1.2,35.9
62,ANDREW CORPORATION,HPX4-65,1.2,35.9
62,ANDREW CORPORATION,HPX6-65,1.8,39.5
62,ANDREW CORPORATION,HPX6-65E,1.8,39.5
62,ANDREW CORPORATION,HPX8-65,2.4,42.0
62,ANDREW CORPORATION,HPX8-65D,2.4,42.0
62,ANDREW CORPORATION,HSX10-64,3.0,43.6
62,ANDREW CORPORATION,HSX10-64,3.0,43.6
62,ANDREW CORPORATION,HSX12-64,3.6,45.7
62,ANDREW CORPORATION,HSX12-64,3.6,45.7
62,ANDREW CORPORATION,HSX15-64,4.5,47.4
62,ANDREW CORPORATION,HSX15-64,4.5,47.4
62,ANDREW CORPORATION,HSX6-64,1.8,39.6
62,ANDREW CORPORATION,HSX6-64,1.8,39.6
62,ANDREW CORPORATION,HSX8-64,2.4,42.0
62,ANDREW CORPORATION,HSX8-64,2.4,42.0
62,ANDREW CORPORATION,LBX10-65,3.0,43.6
62,ANDREW CORPORATION,LBX12-65,3.6,45.3
62,ANDREW CORPORATION,LBX6-65,1.8,39.6
62,ANDREW CORPORATION,LBX8-65,2.4,42.0
62,ANDREW CORPORATION,P10-186,3.0,43.4
62,ANDREW CORPORATION,P10-186,3.0,43.4
62,ANDREW CORPORATION,P10-186,3.0,44.0
62,ANDREW CORPORATION,P10-186,3.0,44.0
62,ANDREW CORPORATION,P10-65D,3.0,43.9
62,ANDREW CORPORATION,P15-65D,4.5,47.1
62,ANDREW CORPORATION,P4-65D,1.2,36.3
62,ANDREW CORPORATION,P6-65D,1.8,39.7
62,ANDREW CORPORATION,P6L-65D,1.8,39.7
62,ANDREW CORPORATION,P8-186,2.4,42.0
62,ANDREW CORPORATION,P8-186,2.4,42.0
62,ANDREW CORPORATION,P8-186,2.4,42.0
62,ANDREW CORPORATION,P8-65D,2.4,42.3
62,ANDREW CORPORATION,PAR10-65,3.0,43.6
62,ANDREW CORPORATION,PAR12-65,3.6,45.3
62,ANDREW CORPORATION,PAR6-65,1.8,38.8
62,ANDREW CORPORATION,PAR6-65,1.8,38.8
62,ANDREW CORPORATION,PAR8-65,2.4,41.3
62,ANDREW CORPORATION,PARX10-65,3.0,43.6
62,ANDREW CORPORATION,PARX12-65,3.6,45.5
62,ANDREW CORPORATION,PARX6-65,1.8,38.4
62,ANDREW CORPORATION,PARX8-65,2.4,41.2
62,ANDREW CORPORATION,PDH10-65,3.0,43.9
62,ANDREW CORPORATION,PDH10-65,3.0,43.9
62,ANDREW CORPORATION,PDH12-65,3.6,45.3
62,ANDREW CORPORATION,PDH12-65,3.6,45.3
62,ANDREW CORPORATION,PDH6-65,1.8,39.7
62,ANDREW CORPORATION,PDH6-65,1.8,39.7
62,ANDREW CORPORATION,PDH8-65,2.4,42.4
62,ANDREW CORPORATION,PDH8-65,2.4,42.4
62,ANDREW CORPORATION,PDH8S-65,2.4,39.8
62,ANDREW CORPORATION,PDH8S-65,2.4,39.8
62,ANDREW CORPORATION,PDV10-65,3.0,43.9
62,ANDREW CORPORATION,PDV10-65,3.0,43.9
62,ANDREW CORPORATION,PDV12-65,3.6,45.3
62,ANDREW CORPORATION,PDV12-65,3.6,45.3
62,ANDREW CORPORATION,PDV6-65,1.8,39.7
62,ANDREW CORPORATION,PDV6-65,1.8,39.7
62,ANDREW CORPORATION,PDV8-65,2.4,42.4
62,ANDREW CORPORATION,PDV8-65,2.4,42.4
62,ANDREW CORPORATION,PDV8S-65,2.4,39.8
62,ANDREW CORPORATION,PDV8S-65,2.4,39.8
62,ANDREW CORPORATION,PL10-65,3.0,43.9
62,ANDREW CORPORATION,PL10-65D,3.0,43.9
62,ANDREW CORPORATION,PL12-65,3.6,45.6
62,ANDREW CORPORATION,PL15-65,4.5,47.4
62,ANDREW CORPORATION,PL15-65D,4.5,47.1
62,ANDREW CORPORATION,PL4-65,1.2,36.3
62,ANDREW CORPORATION,PL4-65D,1.2,36.3
62,ANDREW CORPORATION,PL6-65,1.8,39.9
62,ANDREW CORPORATION,PL8-186C,2.4,42.0
62,ANDREW CORPORATION,PL8-65,2.4,42.4
62,ANDREW CORPORATION,PL8-65D,2.4,42.3
62,ANDREW CORPORATION,PX10-65D,3.0,44.0
62,ANDREW CORPORATION,PX15-65E,4.5,46.9
62,ANDREW CORPORATION,PX8-65D,2.4,42.0
62,ANDREW CORPORATION,PXL10-65D,3.0,44.0
62,ANDREW CORPORATION,PXL12-65,3.6,45.4
62,ANDREW CORPORATION,PXL15-65,4.5,46.9
62,ANDREW CORPORATION,PXL15-65E,4.5,46.9
62,ANDREW CORPORATION,PXL6-65,1.8,39.4
62,ANDREW CORPORATION,PXL8-65,2.4,42.0
62,ANDREW CORPORATION,PXL8-65D,2.4,42.0
62,ANDREW CORPORATION,UHX10-65,3.0,44.0
62,ANDREW CORPORATION,UHX10-65,3.0,44.0
62,ANDREW CORPORATION,UHX10-65E,3.0,44.0
62,ANDREW CORPORATION,UHX10-65E,3.0,44.0
62,ANDREW CORPORATION,UHX10X-65A,3.0,43.1
62,ANDREW CORPORATION,UHX10X-65A,3.0,43.1
62,ANDREW CORPORATION,UHX12-65,3.6,45.7
62,ANDREW CORPORATION,UHX12-65,3.6,45.7
62,ANDREW CORPORATION,UHX15-65,4.5,46.9
62,ANDREW CORPORATION,UHX15-65,4.5,46.9
62,ANDREW CORPORATION,UHX15-65E,4.5,46.9
62,ANDREW CORPORATION,UHX15-65E,4.5,46.9
62,ANDREW CORPORATION,UHX6-65,1.8,39.5
62,ANDREW CORPORATION,UHX6-65,1.8,39.5
62,ANDREW CORPORATION,UHX8-65,2.4,42.0
62,ANDREW CORPORATION,UHX8-65,2.4,42.0
62,ANDREW CORPORATION,UHX8-65E,2.4,42.0
62,ANDREW CORPORATION,UMX10-465,3.0,42.7
62,ANDREW CORPORATION,UMX10-465,3.0,42.7
62,ANDREW CORPORATION,UMX10-6477,3.0,43.4
62,ANDREW CORPORATION,UMX10-6477,3.0,43.4
62,ANDREW CORPORATION,UMX12-6477,3.6,45.5
62,ANDREW CORPORATION,UMX12-6477,3.6,45.5
62,ANDREW CORPORATION,UMX12-A465,3.6,45.0
62,ANDREW CORPORATION,UMX12-A465,3.6,45.0
62,ANDREW CORPORATION,UMX15-6477,4.5,46.8
62,ANDREW CORPORATION,UMX15-6477,4.5,46.8
62,ANDREW CORPORATION,UMX15-6477,4.5,46.8
62,ANDREW CORPORATION,UMX15-6477,4.5,46.8
62,ANDREW CORPORATION,UMX8-4464,2.4,41.2
62,ANDREW CORPORATION,UMX8-4464,2.4,41.2
62,ANDREW CORPORATION,UMX8-6477,2.4,42.3
62,ANDREW CORPORATION,UMX8-6477,2.4,42.3
62,ANDREW CORPORATION,VHP4-64,1.2,35.3
62,ANDREW CORPORATION,VHPX4-64,1.2,35.0
62,ANDREW CORPORATION,VP4-64,1.2,36.6
62,ANDREW CORPORATION,VP6-64,1.8,40.0
62,ANDREW CORPORATION,VPX4-64,1.2,36.3
62,COMSAT-RSI ANTENNAS,HP-65A96D,2.4,42.4
62,GABRIEL ELECTRONICS. INC.,ADP10V-64(L),3.0,43.6
62,GABRIEL ELECTRONICS. INC.,ADP10V-64(L),3.0,43.6
62,GABRIEL ELECTRONICS. INC.,ADP10V-64(R),3.0,43.6
62,GABRIEL ELECTRONICS. INC.,ADP10V-64(R),3.0,43.6
62,GABRIEL ELECTRONICS. INC.,DD10-64BSE,3.0,44.0
62,GABRIEL ELECTRONICS. INC.,DD10-64DSE,3.0,43.9
62,GABRIEL ELECTRONICS. INC.,DD12-64DSE,3.6,45.4
62,GABRIEL ELECTRONICS. INC.,DD15-64D,4.5,47.0
62,GABRIEL ELECTRONICS. INC.,DD6-64DSE,1.8,40.0
62,GABRIEL ELECTRONICS. INC.,DD8-64DSE,2.4,42.0
62,GABRIEL ELECTRONICS. INC.,DRFB10-64CSE,3.0,44.0
62,GABRIEL ELECTRONICS. INC.,DRFB12-64BSE,3.6,45.5
62,GABRIEL ELECTRONICS. INC.,DRFB4-64ASE,1.2,36.0
62,GABRIEL ELECTRONICS. INC.,DRFB6-64BSE,1.8,40.1
62,GABRIEL ELECTRONICS. INC.,DRFB8-64CSE,2.4,42.1
62,GABRIEL ELECTRONICS. INC.,RFD8-264BSE,2.4,42.0
62,GABRIEL ELECTRONICS. INC.,SR10-64B,3.0,43.8
62,GABRIEL ELECTRONICS. INC.,SR12-64BSE,3.6,45.3
62,GABRIEL ELECTRONICS. INC.,SR15-64A,4.5,46.9
